InventoryAdjustment#,Date,Reference#,Status,InventoryAdjustment ID,Adjustment Type,Reason,Description,Item Name,Item ID,SKU,Account,Inventory Account,Item Desc,Quantity Adjusted,Cost Price,Value Adjusted,Usage unit,Warehouse Name
1583,2022-03-29,,Adjusted,536460000016772504,quantity,in house consumption,,ABB YC E1.2..E6 24V AC/DC-1SDA073681R1,536460000010415870,1SDA073681R1B6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1584,2022-03-29,,Adjusted,536460000016772522,quantity,in house consumption,,ABB YU E1.2..E6 24V AC/DC -1SDA073694R1,536460000010416907,1SDA073694R1B6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1585,2022-03-29,,Adjusted,536460000016772540,quantity,in house consumption,,"Box 150x150x120,Rittal",536460000007424675,ER150150120MW2,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1586,2022-03-29,,Adjusted,536460000016772556,quantity,in house consumption,,ABB YU E1.2..E6 24V AC/DC -1SDA073694R1,536460000010416907,1SDA073694R1B6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,TTD
1587,2022-03-29,,Adjusted,536460000016773001,quantity,in house consumption,,Box 15U-600X800 (President) Grey,536460000007425712,EP60080015UMW4,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,PHV
1588,2022-03-29,,Adjusted,536460000016773019,quantity,in house consumption,,Box 15U-600X800 (President) Grey,536460000007425712,EP60080015UMW4,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,Main Store
1589,2022-03-29,,Adjusted,536460000016773037,quantity,Stocktaking results,,"Aluminium Flat,40x10",536460000007721549,FLALHD04010FRE,Cost of Goods Sold,Inventory Asset,,20.94,253.490000,,Kg,Main Store
1590,2022-03-29,,Adjusted,536460000016773057,quantity,in house consumption,,Box 3U ( 335 x 245 x 135mm ),536460000007453819,EP2451353UMMW6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,IHV
1591,2022-03-29,,Adjusted,536460000016773123,quantity,in house consumption,,Box 3U ( 335 x 245 x 175mm ),536460000007454856,EP2451753UMMW6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,IHV
1592,2022-03-29,,Adjusted,536460000016773141,quantity,in house consumption,,Box 3U ( 335 x 245 x 175mm ),536460000007454856,EP2451753UMMW6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1593,2022-03-29,,Adjusted,536460000016773159,quantity,in house consumption,,"Gear box-Warm BOX063,Ratio 30:1, 80",536460000015773332,GBWR63030080M1,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Mechanical
1594,2022-03-29,,Adjusted,536460000016773187,quantity,in house consumption,,Box 500x500x300 Rittal,536460000007422601,ER500500300MW2,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1595,2022-03-29,,Adjusted,536460000016773209,quantity,Stocktaking results,,"Aluminium Flat,50x10",536460000007723623,FLALHD05010FRE,Cost of Goods Sold,Inventory Asset,,28.65,280.000000,,Kg,Main Store
1596,2022-03-29,,Adjusted,536460000016773253,quantity,Stock Written off,,Box 500x500x300 Rittal,536460000007422601,ER500500300MW2,Cost of Goods Sold,Inventory Asset,,2.00,4080.000000,,Nos,Main Store
1597,2022-03-29,,Adjusted,536460000016773273,quantity,in house consumption,,"Gear box-Warm BOX063,Ratio 30:1, 80",536460000015773332,GBWR63030080M1,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,Main Store
1598,2022-03-29,,Adjusted,536460000016773289,quantity,Stock Written off,,Box 3U ( 335 x 245 x 135mm ),536460000007453819,EP2451353UMMW6,Cost of Goods Sold,Inventory Asset,,8.00,3000.000000,,Nos,Main Store
1599,2022-03-29,,Adjusted,536460000016773309,quantity,in house consumption,,Enclosure 1000x1400x300 mm 1114500 Rittal M/S AE,536460000016317270,ER10001400300W,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1600,2022-03-29,,Adjusted,536460000016773327,quantity,in house consumption,,Bellston Water Flow switch,536460000016005417,WFSBTXXXXXXXZ2,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,TTD
1601,2022-03-29,,Adjusted,536460000016773343,quantity,in house consumption,,Enclosure 1000x1400x300 mm 1114500 Rittal M/S AE,536460000016317270,ER10001400300W,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,PHV
1602,2022-03-29,,Adjusted,536460000016773361,quantity,in house consumption,,"Control Relay,Eaton,D15CR22,2NO + 2NC, 120VAC 60Hz coil, 10A,Eaton",536460000010370242,CRE2NO2NC120B6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1603,2022-03-29,,Adjusted,536460000016773379,quantity,in house consumption,,CHANGEOVER SWITCH 125A 4 POLE WITH ENCLOSURE,536460000016243790,COHPL125A4PXP2,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1604,2022-03-29,,Adjusted,536460000016773395,quantity,in house consumption,,Enclosure 200 x 300 x 155mm (AE-1035500) Rittal,536460000007423638,ER200300155MW2,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,IHV
1605,2022-03-29,,Adjusted,536460000016773413,quantity,in house consumption,,Enclosure 200 x 300 x 155mm (AE-1035500) Rittal,536460000007423638,ER200300155MW2,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,PHV
1606,2022-03-29,,Adjusted,536460000016773429,quantity,Stock Written off,,Enclosure 200 x 300 x 155mm (AE-1035500) Rittal,536460000007423638,ER200300155MW2,Cost of Goods Sold,Inventory Asset,,1.00,3080.000000,,Nos,Main Store
1607,2022-03-29,,Adjusted,536460000016773449,quantity,in house consumption,,CHANGEOVER SWITCH 63A 4 POLE WITH ENCLOSURE,536460000016464772,COHPL063A4PXP2,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1608,2022-03-29,,Adjusted,536460000016773467,quantity,in house consumption,,Enclosure 260X160X90 mm-011626098 Rose AL Unpainted,536460000007462117,ER0260160090W7,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,IHV
1609,2022-03-29,,Adjusted,536460000016773483,quantity,in house consumption,,Enclosure 260X160X90 mm-011626098 Rose AL Unpainted,536460000007462117,ER0260160090W7,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1610,2022-03-29,,Adjusted,536460000016773501,quantity,in house consumption,,Dip Switch 8 Pin,536460000011908527,SDNA8PINXXXXP2,Cost of Goods Sold,Inventory Asset,,19.00,8.000000,,Nos,Main Store
1611,2022-03-29,,Adjusted,536460000016773521,quantity,in house consumption,,"Aluminium Flat,50x6",536460000007722586,FLALHD05006FRE,Cost of Goods Sold,Inventory Asset,,-56.30,0.000000,,Kg,Mechanical
1612,2022-03-29,,Adjusted,536460000016773539,quantity,in house consumption,,Dlink Switch Des -1005C,536460000013751445,EHDL01005XXXS3,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,PHV
1613,2022-03-29,,Adjusted,536460000016773555,quantity,in house consumption,,"Aluminium Flat,50x6",536460000007722586,FLALHD05006FRE,Cost of Goods Sold,Inventory Asset,,-13.65,0.000000,,Kg,Main Store
1614,2022-03-29,,Adjusted,536460000016773571,quantity,in house consumption,,"Aluminium Flat,75x6",536460000007724660,FLALHD07506FRE,Cost of Goods Sold,Inventory Asset,,-4.54,0.000000,,Kg,Main Store
1615,2022-03-29,,Adjusted,536460000016773589,quantity,in house consumption,,"Eaton Auxilary Switch NHI11-PKZ0 - 072896,NHI11-PKZ0 - Standard auxiliary contact, 1 N/O, 1 NC",536460000010424166,ASET1NC1NOPCB6,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,TTD
1616,2022-03-29,,Adjusted,536460000016773607,quantity,Stock Written off,,Enclosure 260X160X90 mm-011626098 Rose AL Unpainted,536460000007462117,ER0260160090W7,Cost of Goods Sold,Inventory Asset,,4.00,4421.200000,,Nos,Main Store
1617,2022-03-29,,Adjusted,536460000016773627,quantity,in house consumption,,"Eaton Auxilary Switch NHI11-PKZ0 - 072896,NHI11-PKZ0 - Standard auxiliary contact, 1 N/O, 1 NC",536460000010424166,ASET1NC1NOPCB6,Cost of Goods Sold,Inventory Asset,,-10.00,0.000000,,Nos,Main Store
1618,2022-03-29,,Adjusted,536460000016773655,quantity,in house consumption,,"Control Relay,TeSys K,CA2KN40M7,4NO, 220VAC 50Hz coil, 690VAC,Schneider Electric",536460000010372316,CRS4NO000220B6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1619,2022-03-29,,Adjusted,536460000016773673,quantity,in house consumption,,"Aluminium Flexible Pipe-Foil,φ(150)",536460000016403153,AFPXX0150007RE,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1620,2022-03-29,,Adjusted,536460000016773691,quantity,in house consumption,,"Aluminium Flexible Pipe-Foil,φ(300)",536460000016403120,AFPXX0300007RE,Cost of Goods Sold,Inventory Asset,,-16.00,0.000000,,Nos,Main Store
1621,2022-03-29,,Adjusted,536460000016773709,quantity,in house consumption,,"Gear box-Warm BOX063,Ratio 40:1, 80",536460000016464743,GBWR63040080M1,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1622,2022-03-29,,Adjusted,536460000016773727,quantity,Stock Written off,,Enclosure 380x380x210 mm 1006600 Rittal S/S AE1006,536460000016272629,ER3803800210SW2,Cost of Goods Sold,Inventory Asset,,1.00,10632.880000,,Nos,Main Store
1623,2022-03-29,,Adjusted,536460000016773747,quantity,in house consumption,,Enclosure 380x380x210 mm 1006600 Rittal S/S AE1006,536460000016272629,ER3803800210SW2,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,PHV
1625,2022-03-29,,Adjusted,536460000016773797,quantity,in house consumption,,"Thermal Overload Relay,TeSys LRD ,LRD05,0.63-1A, Class 10A,Schneider Electric",536460000010374390,TORSE0A6301AB6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1626,2022-03-29,,Adjusted,536460000016773815,quantity,in house consumption,,"Gear box-Worm(GB)  BOX-85X75X72,Ratio 15:1",536460000015776443,GBAV85757215M1,Cost of Goods Sold,Inventory Asset,,-7.00,0.000000,,Nos,IHV
1627,2022-03-29,,Adjusted,536460000016773833,quantity,in house consumption,,"Gear box-Worm(GB)  BOX-85X75X72,Ratio 15:1",536460000015776443,GBAV85757215M1,Cost of Goods Sold,Inventory Asset,,-11.00,0.000000,,Nos,Mechanical
1628,2022-03-29,,Adjusted,536460000016773851,quantity,in house consumption,,"Gear box-Worm(GB)  BOX-85X75X72,Ratio 15:1",536460000015776443,GBAV85757215M1,Cost of Goods Sold,Inventory Asset,,-10.00,0.000000,,Nos,Main Store
1629,2022-03-29,,Adjusted,536460000016773869,quantity,in house consumption,,"Enclosure 600X800X24U,",536460000016243352,ES60080024UZW5,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1630,2022-03-29,,Adjusted,536460000016773903,quantity,in house consumption,,Enclosure 600X800X27U,536460000016279500,ES60080027UZW5,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,PHV
1631,2022-03-29,,Adjusted,536460000016773921,quantity,in house consumption,,Enclosure 800x600x1800 mm-8886500 TS8886 Rittal,536460000007456930,ER8006001800W2,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1632,2022-03-29,,Adjusted,536460000016773939,quantity,in house consumption,,Enclosure Case 400X600X600,536460000007470413,ER400600600CW6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1633,2022-03-29,,Adjusted,536460000016773957,quantity,in house consumption,,Gear Head K8DG-25N2,536460000015780591,MDGGPG024025M1,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,Main Store
1634,2022-03-29,,Adjusted,536460000016773975,quantity,in house consumption,,Enclosure Rittal RiCase 3750.610-(6U) 482.6x299.9x420mm,536460000007455893,ER483300420MW1,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,PHV
1635,2022-03-29,,Adjusted,536460000016773993,quantity,Stock Written off,,Enclosure Rittal RiCase 3750.610-(6U) 482.6x299.9x420mm,536460000007455893,ER483300420MW1,Cost of Goods Sold,Inventory Asset,,4.00,18925.000000,,Nos,Main Store
1636,2022-03-29,,Adjusted,536460000016775011,quantity,in house consumption,,Gear Head K8DG-25N2,536460000015780591,MDGGPG024025M1,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,Mechanical
1637,2022-03-29,,Adjusted,536460000016775029,quantity,in house consumption,,"Enclosure-Box 300mm x 300mm x 120mm 
Part # 1555.500 EB",536460000007420527,ER300300120MW2,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1638,2022-03-29,,Adjusted,536460000016775045,quantity,in house consumption,,"Enclosure-Box 300mm x 300mm x 120mm 
Part # 1555.500 EB",536460000007420527,ER300300120MW2,Cost of Goods Sold,Inventory Asset,,-8.00,0.000000,,Nos,Main Store
1639,2022-03-29,,Adjusted,536460000016775063,quantity,in house consumption,,Eaton Emergency Stop Switch 263467,536460000011918897,ESBEAPB38DRDC9,Cost of Goods Sold,Inventory Asset,,-6.00,0.000000,,Nos,PHV
1640,2022-03-29,,Adjusted,536460000016775081,quantity,in house consumption,,Eaton Emergency Stop Switch 263467,536460000011918897,ESBEAPB38DRDC9,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,TTD
1641,2022-03-29,,Adjusted,536460000016775099,quantity,in house consumption,,Aluminium Foil,536460000010951904,WAFNAXXXXXXXT9,Cost of Goods Sold,Inventory Asset,,-187.77,0.000000,,Kg,TRM
1642,2022-03-29,,Adjusted,536460000016775115,quantity,in house consumption,,Enclosure-Box 400mm x 500mm x 210mm Part # 1045500,536460000016201003,ER400500210XW2,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,Main Store
1643,2022-03-29,,Adjusted,536460000016775133,quantity,in house consumption,,Gear Head K8DG-25N2,536460000015780591,MDGGPG024025M1,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,PHV
1644,2022-03-29,,Adjusted,536460000016775193,quantity,Stock Written off,,Metal Enclosure 1455N1202BU (120MMx103MMX53MM)Part No. 1455N1202BU,536460000016577943,EH1201103053MW1,Cost of Goods Sold,Inventory Asset,,5.00,1844.812800,,Nos,Main Store
1645,2022-03-29,,Adjusted,536460000016775291,quantity,in house consumption,,"Metal Enclosure 1455N1601 (160MMx104MMX53MM)
Part No. 1455N1601",536460000007418453,EH120078027MW1,Cost of Goods Sold,Inventory Asset,,-12.00,0.000000,,Nos,Main Store
1646,2022-03-29,,Adjusted,536460000016775309,quantity,in house consumption,,"Metal Enclosure 1455N1601 (160MMx104MMX53MM)
Part No. 1455N1601",536460000007418453,EH120078027MW1,Cost of Goods Sold,Inventory Asset,,-6.00,0.000000,,Nos,IHV
1647,2022-03-29,,Adjusted,536460000016775325,quantity,in house consumption,,"Metal Enclosure 1455N1601 (160MMx104MMX53MM)
Part No. 1455N1601",536460000007418453,EH120078027MW1,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,PHV
1650,2022-03-29,,Adjusted,536460000016775405,quantity,in house consumption,,"Metal Enclosure 1455T1602 (165MMx160MMX51.5MM)
Part No. 1455N1602",536460000007419490,EH1651160052MW1,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1651,2022-03-29,,Adjusted,536460000016775421,quantity,in house consumption,,"Metal Enclosure 1455T1602 (165MMx160MMX51.5MM)
Part No. 1455N1602",536460000007419490,EH1651160052MW1,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1652,2022-03-29,,Adjusted,536460000016775451,quantity,in house consumption,,"Enclosure MS Multiflex Floor standing 2000(H)x1200(W)x800(D) both side double door, No mounting Plate RAL-7035",536460000016105279,EETR20128FDSZW7,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1653,2022-03-29,,Adjusted,536460000016775495,quantity,in house consumption,,"Metal Enclosure,RF / Coaxial Adapter, BNC, Jack, BNC, Jack, Straight Adapter, 50 ohm,  Part No. 3230",536460000007472487,EP057035028MW1,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Nos,PHV
1654,2022-03-29,,Adjusted,536460000016775511,quantity,in house consumption,,"Metal Enclosure,RF / Coaxial Adapter, BNC, Jack, BNC, Jack, Straight Adapter, 50 ohm,  Part No. 3230",536460000007472487,EP057035028MW1,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,IHV
1655,2022-03-29,,Adjusted,536460000016775543,quantity,in house consumption,,"Metal Enclosure,RF / Coaxial Adapter, BNC, Jack, BNC, Jack, Straight Adapter, 50 ohm,  Part No. 3230",536460000007472487,EP057035028MW1,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PCB
1656,2022-03-29,,Adjusted,536460000016775583,quantity,Stock Written off,,"Metal Enclosure,RF / Coaxial Adapter, BNC, Jack, BNC, Jack, Straight Adapter, 50 ohm,  Part No. 3230",536460000007472487,EP057035028MW1,Cost of Goods Sold,Inventory Asset,,8.00,2500.000000,,Nos,Main Store
1657,2022-03-29,,Adjusted,536460000016775701,quantity,in house consumption,,Hydax nylon Gear Coupling 19-Yellow,536460000009033941,CHYNYCPG19MMC6,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Nos,Mechanical
1658,2022-03-29,,Adjusted,536460000016775717,quantity,in house consumption,,Plastic Enclosure 4521 Black Q212,536460000016354656,EPUN4521XXXXW8,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1659,2022-03-29,,Adjusted,536460000016775733,quantity,Stock Written off,,Plastic Enclosure 4521 Black Q212,536460000016354656,EPUN4521XXXXW8,Cost of Goods Sold,Inventory Asset,,1.00,17100.000000,,Nos,Main Store
1660,2022-03-29,,Adjusted,536460000016775751,quantity,in house consumption,,Eaton Single Piole Switch  10A 278557,536460000011915786,MCBET1P01020B6,Cost of Goods Sold,Inventory Asset,,-12.00,0.000000,,Nos,IHV
1661,2022-03-29,,Adjusted,536460000016775767,quantity,in house consumption,,Proline Enclosure  1800X800X800-PP1888RA2,536460000007465228,EPTR1888FSSZW7,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Nos,TTD
1662,2022-03-29,,Adjusted,536460000016775797,quantity,in house consumption,,Proline Enclosure 2000X600X600,536460000007467302,EPTR2066FSSZW7,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Nos,TTD
1663,2022-03-29,,Adjusted,536460000016775813,quantity,in house consumption,,Proline Enclosure 2000X800X600,536460000007466265,EPTR2086FSSZW7,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Nos,TTD
1664,2022-03-29,,Adjusted,536460000016775829,quantity,in house consumption,,Gear Head K8DG-25N2,536460000015780591,MDGGPG024025M1,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,IHV
1665,2022-03-29,,Adjusted,536460000016775845,quantity,in house consumption,,Proline Enclosure Dual Access 2000X800X600-PP2086RA2,536460000007463154,EPTR2086FDSZW7,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Nos,TTD
1666,2022-03-29,,Adjusted,536460000016775863,quantity,in house consumption,,Eaton Single Piole Switch  10A 278557,536460000011915786,MCBET1P01020B6,Cost of Goods Sold,Inventory Asset,,-7.00,0.000000,,Nos,PHV
1667,2022-03-29,,Adjusted,536460000016775917,quantity,in house consumption,,Aluminium Foil AA 1200 (ID76 mm X ID=160) 6 Mic 95,536460000010953978,WAFNA0761606T9,Cost of Goods Sold,Inventory Asset,,-4.77,0.000000,,Kg,Main Store
1668,2022-03-29,,Adjusted,536460000016775933,quantity,in house consumption,,"PS Enclosure 2000X1000X600, 4006510",536460000016155471,EPTR20106FSSZW,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,TTD
1669,2022-03-29,,Adjusted,536460000016775983,quantity,in house consumption,,Eaton Single Piole Switch  10A 278557,536460000011915786,MCBET1P01020B6,Cost of Goods Sold,Inventory Asset,,-8.00,0.000000,,Nos,TTD
1670,2022-03-29,,Adjusted,536460000016776001,quantity,in house consumption,,"PS Enclosure 2000X600X600, 4606510",536460000016154385,ERTR2066FSSZW7,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,TTD
1671,2022-03-29,,Adjusted,536460000016776053,quantity,in house consumption,,"PS Enclosure 2000X800X600,4806510",536460000016155438,ERTR2086FSSZW7,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,TTD
1672,2022-03-29,,Adjusted,536460000016776069,quantity,in house consumption,,"Thermal Overload Relay,TeSys LRD ,LRD10,4-6A, Class 10A,Schneider Electric",536460000010378538,TORSE004A06AB6,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Nos,Main Store
1673,2022-03-29,,Adjusted,536460000016776085,quantity,in house consumption,,"Thermal Overload Relay,TeSys LRD ,LRD10,4-6A, Class 10A,Schneider Electric",536460000010378538,TORSE004A06AB6,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Nos,PHV
1674,2022-03-29,,Adjusted,536460000016776101,quantity,in house consumption,,Rittal Box 800x100x80-Grey,536460000007421564,ER80010080MMW2,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
1675,2022-03-29,,Adjusted,536460000016776177,quantity,in house consumption,,"Thermal Overload Relay,TeSys LRD ,LRD16,9-13A, Class 10A,Schneider Electric",536460000010379575,TORSE009A13AB6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1676,2022-03-29,,Adjusted,536460000016776195,quantity,in house consumption,,"Thermal Overload Relay,Tl MN 2,SS94144OODO,14-23A, Class 10A,L&T",536460000010380612,TORSE014A23AB6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
1677,2022-03-29,,Adjusted,536460000016776211,quantity,in house consumption,,Relay 48DAS100ZM 100Amp,536460000010438684,CRN3NO1NC048B6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
